name,mass,nuv,fuv,inextfuv
"rf0662",8.19000,-15.9239,-15.8408,-1.32948
"rf0319",11.1500,-18.8250,-18.2080,-1.79174
"rf0663",8.05000,-15.7018,-15.5903,-0.219927
"rf0320",8.53000,-17.4985,-17.5844,-1.55010
"rf0321",8.71000,-17.2027,-17.0645,-0.944313
"rf0322",8.79000,-16.3319,-16.2074,-1.14020
"rf0664",8.77000,-17.1365,-17.1239,-2.54512
"rf0665",8.71000,-16.3759,-16.0159,-0.683207
"rf0666",8.03000,-14.9471,-14.6837,-0.618065
"rf0667",7.99000,-15.4987,-15.4002,-0.610456
"rf0324",10.3700,-18.0024,-17.7198,-1.35058
"rf0325",10.9300,-20.1186,-19.9733,-1.38790
"rf0326",8.45000,-16.5987,-16.4922,-1.19573
"rf0668",7.63000,-14.4007,-14.2866,-1.13724
"rf0327",10.8100,-17.0286,-15.6264,-0.787838
"rf0669",8.03000,-15.0503,-14.9022,-0.976603
"rf0670",8.49000,-15.9559,-15.7824,-1.41267
"rf0671",7.89000,-15.3831,-15.3377,-1.12356
"rf0328",9.25000,-14.7613,-14.3507,-0.977482
"rf0672",8.39000,-13.6753,-13.0469,-1.05822
"rf0329",10.3700,-19.7748,-19.6656,-1.65060
"rf0330",10.1500,-16.4677,-14.5080,-0.923229
"rf0673",8.27000,-13.0278,-12.0946,-1.61652
"rf0331",8.87000,-17.0554,-16.8254,-1.01662
"rf0674",8.19000,-15.5692,-15.4553,-1.05456
"rf0332",8.77000,-15.9569,-15.7739,-1.02503
"rf0675",8.85000,-13.7525,-13.0058,-1.44935
"rf0333",9.41000,-16.3638,-16.0826,-1.66753
"rf0334",10.6300,-15.7481,-14.2849,-0.668482
"rf0676",8.35000,-12.8415,-11.3673,-1.12936
"rf0677",9.07000,-13.6710,-12.6188,-1.20925
"rf0678",8.11000,-12.8016,-11.1718,-0.915884
"rf0679",8.17000,-15.5904,-15.3727,-0.702417
"rf0680",8.07000,-15.3205,-15.1644,-1.40905
"rf0335",8.67000,-17.4356,-17.4775,-1.41507
"rf0681",8.59000,-12.6485,-10.7202,-0.892649
"rf0682",8.49000,-12.1483,-10.2840,-0.799356
"rf0683",8.15000,-15.4976,-15.2967,-1.05344
"rf0336",9.87000,-16.7293,-16.4937,-0.811176
"rf0684",9.59000,-16.0163,-15.8505,-0.751192
"rf0685",8.17000,-15.1853,-15.1370,-1.21048
"rf0337",9.17000,-13.7272,-12.1061,-0.969250
"rf0338",8.87000,-16.5116,-16.3845,-0.923889
"rf0339",9.95000,-18.9436,-18.7836,-1.76279
"rf0340",8.47000,-16.7621,-16.6994,-1.00283
"rf0341",9.85000,-20.2842,-20.3489,-2.72153
"rf0342",9.53000,-18.8784,-18.7182,-1.27828
"rf0343",10.0900,-18.0796,-17.8218,-2.35483
"rf0686",9.05000,-12.9041,-11.2969,-0.771736
"rf0345",9.45000,-14.0114,-12.6923,-0.882511
"rf0346",11.2700,-17.7205,-16.4775,-0.753986
"rf0347",8.99000,-14.9305,-14.2195,-1.77651
"rf0348",10.3700,-19.5673,-19.4269,-1.51473
"rf0349",9.15000,-13.1121,-11.7382,-0.799961
"rf0350",10.0900,-15.4347,-13.8995,-1.12080
"rf0687",8.13000,-16.4315,-16.4331,-1.89032
"rf0688",8.85000,-16.1542,-15.8474,-1.03339
"rf0689",8.17000,-15.6558,-15.5018,-0.828413
"rf0351",9.03000,-16.4025,-16.1170,-1.23551
"rf0352",9.37000,-14.0496,-13.0981,-1.20252
"rf0353",8.15000,-16.7080,-16.7413,-1.40392
"rf0690",7.75000,-15.8907,-16.0020,-0.385544
"rf0691",8.27000,-15.3145,-15.0508,-1.16678
"rf0692",8.21000,-16.4341,-16.4376,-1.34793
"rf0354",9.07000,-16.7877,-16.5518,-1.85160
"rf0693",8.23000,-16.6188,-16.6671,-1.49372
"rf0355",10.2300,-15.3228,-13.9945,-0.605991
"rf0356",9.03000,-14.0702,-12.6022,-1.07912
"rf0357",9.17000,-16.4827,-16.2037,-1.05862
"rf0358",9.13000,-18.3742,-18.2193,-0.372639
"rf0359",9.95000,-19.8191,-19.6767,-1.81935
"rf0360",8.29000,-16.9152,-16.9930,-1.34974
"rf0361",10.8300,-16.9289,-15.7302,-0.860708
"rf0362",10.1700,-15.4239,-13.4502,-0.564310
"rf0363",8.93000,-18.9212,-19.0276,-0.327946
"rf0364",9.25000,-18.2177,-18.0267,-1.16047
"rf0366",8.77000,-17.0839,-16.9393,-1.18555
"rf0365",8.95000,-15.1323,-14.6995,-1.82548
"rf0367",8.55000,-16.1313,-15.9883,-1.47311
"rf0368",8.29000,-16.3711,-16.2688,-0.894701
"rf0369",9.31000,-13.8933,-12.4523,-1.07501
"rf0694",8.39000,-14.3685,-13.8333,-1.61358
"rf0370",8.71000,-15.0616,-14.3993,-1.23832
"rf0371",9.93000,-15.0028,-13.5486,-0.768019
"rf0372",10.3500,-19.0907,-18.5387,-2.37832
"rf0695",8.35000,-16.7796,-16.8180,-1.79802
"rf0696",8.45000,-16.6924,-16.5938,-0.937332
"rf0373",8.57000,-16.3255,-16.1392,-1.50945
"rf0374",8.69000,-16.9749,-16.7786,-0.674957
"rf0697",8.21000,-16.0059,-15.9547,-1.37099
"rf0375",10.3500,-19.5191,-19.4625,-1.71128
"rf0698",7.63000,-13.2557,-12.7992,-1.14011
"rf0699",8.29000,-12.4894,-10.4076,-0.871082
"rf0376",9.27000,-15.1721,-14.2175,-1.43080
"rf0377",10.5100,-16.8569,-16.2753,-1.47001
"rf0378",9.49000,-18.7846,-18.6335,-1.26151
"rf0700",8.29000,-16.0784,-15.9841,-1.10756
"rf0379",8.59000,-17.1106,-17.0317,-0.845154
"rf0701",8.37000,-16.1988,-16.1336,-1.09849
"rf0702",8.07000,-16.3692,-16.4706,-0.672523
"rf0380",10.2500,-19.3348,-19.2656,-1.89387
"rf0381",8.73000,-17.2534,-17.1663,-1.03174
"rf0703",7.95000,-15.7584,-15.8163,-1.07239
"rf0704",8.07000,-15.5099,-15.3786,-0.996218
"rf0382",9.95000,-14.6943,-13.4547,-0.869005
"rf0383",10.1300,-15.6789,-14.9613,-1.08731
"rf0384",8.85000,-18.1139,-18.1925,-1.14697
"rf0705",8.89000,-17.4137,-17.2819,-1.14606
"rf0706",9.81000,-16.2628,-15.7330,-1.51082
"rf0707",8.55000,-16.9618,-16.9594,-2.44078
"rf0385",9.79000,-18.4256,-18.4394,-1.44576
"rf0386",9.81000,-18.2253,-18.1231,-2.61459
"rf0387",9.09000,-17.0074,-16.7349,-1.23409
"rf0708",8.17000,-15.0774,-14.7803,-0.842258
"rf0388",9.63000,-17.7711,-17.6142,-1.88628
"rf0389",9.61000,-15.1453,-14.1648,-1.37990
"rf0709",8.03000,-15.5187,-15.4680,-1.40125
"rf0390",9.23000,-18.0873,-17.9334,-1.54186
"rf0391",8.73000,-17.1068,-17.0419,-1.75576
"rf0392",8.29000,-15.9811,-15.8236,-0.754904
"rf0393",8.21000,-16.0231,-15.8752,-0.154236
"rf0710",8.21000,-15.3204,-15.0737,-1.23269
"rf0711",9.09000,-16.7185,-16.5987,-0.971298
"rf0394",10.7500,-20.8233,-20.7322,-1.94727
"rf0395",10.1500,-19.0492,-18.7930,-2.41150
"rf0712",8.11000,-15.1829,-14.9962,-1.00871
"rf0713",8.83000,-17.3348,-17.0926,-0.206394
"rf0714",8.71000,-16.7173,-16.5688,-0.972652
"rf0715",8.41000,-14.6395,-14.1620,-0.829494
"rf0716",10.0700,-18.3676,-18.2197,-2.45713
"rf0396",10.8300,-19.2329,-18.9671,-1.46186
"rf0717",8.33000,-14.6831,-14.4253,-1.71569
"rf0397",10.7700,-19.0555,-18.8514,-1.33201
"rf0398",9.23000,-18.2119,-18.0724,-1.40651
"rf0718",8.17000,-14.9367,-14.7136,-1.07611
"rf0719",10.8500,-20.5695,-20.4459,-1.66136
"rf0720",9.27000,-19.1610,-19.2103,-2.35233
"rf0399",9.39000,-18.7019,-18.5519,-1.22877
"rf0721",8.15000,-13.6051,-12.8035,-1.11659
"rf0722",8.33000,-12.6660,-11.2738,-1.14730
"rf0723",9.01000,-16.0524,-15.8136,-0.787004
"rf0400",10.2300,-20.1960,-20.1883,-2.09882
"rf0724",10.4300,-18.7503,-18.6058,-1.82457
"rf0401",8.39000,-16.9880,-17.0278,-1.33382
"rf0402",10.4100,-18.6464,-18.3691,-2.20845
"rf0403",9.21000,-17.4258,-17.1145,-0.991314
"rf0725",8.51000,-16.2132,-16.2146,-1.69548
"rf0726",8.65000,-12.8765,-11.4885,-0.967150
"rf0728",8.09000,-15.3871,-15.2518,-1.17371
"rf0729",8.47000,-15.0797,-14.8820,-1.46515
"rf0404",10.2900,-15.4539,-14.1657,-0.712578
"rf0730",9.71000,-16.0256,-15.7332,-1.11027
"rf0405",10.5700,-18.4375,-17.6054,-2.09024
"rf0731",8.33000,-16.2820,-16.3459,-1.48998
"rf0406",9.93000,-14.7903,-13.2324,-0.823786
"rf0407",10.8100,-16.8777,-15.6361,-0.811773
"rf0408",9.43000,-13.9469,-12.2953,-0.808203
"rf0732",8.89000,-13.9820,-12.7538,-1.18126
"rf0733",8.91000,-12.9389,-11.3315,-0.803175
"rf0409",9.27000,-15.0825,-13.7640,-1.41929
"rf0410",9.29000,-13.8901,-12.7033,-1.01499
"rf0734",9.81000,-14.7058,-13.2991,-0.775745
"rf0736",8.81000,-13.5511,-12.1946,-1.06650
"rf0737",9.09000,-14.7242,-13.9573,-1.38785
"rf0738",8.87000,-13.3335,-12.0626,-1.03255
"rf0411",10.1300,-15.3128,-12.9650,-0.930359
"rf0739",8.39000,-16.1948,-16.0562,-1.49317
"rf0740",7.49000,-15.0124,-15.0755,-0.811558
"rf0412",8.97000,-14.9648,-14.3697,-1.50054
"rf0413",8.69000,-16.1037,-16.0387,-1.12102
"rf0414",7.93000,-16.4309,-16.5373,-0.328465
"rf0741",8.43000,-16.5554,-16.4107,-0.649437
"rf0742",10.2700,-19.1194,-18.9387,-1.37688
"rf0743",8.25000,-14.9832,-14.5901,-1.05076
"rf0415",9.79000,-17.4559,-17.3717,-1.49765
"rf0416",8.19000,-15.3749,-15.1788,-1.04889
"rf0417",10.3100,-20.3361,-20.2029,-2.21353
"rf0418",9.43000,-18.4821,-18.4502,-1.34896
"rf0744",7.77000,-15.0552,-14.9822,-0.637897
"rf0419",8.55000,-16.7532,-16.6206,-1.04527
"rf0745",7.81000,-15.1162,-14.9676,-0.0990086
"rf0420",8.61000,-14.2926,-13.0366,-1.05576
"rf0421",8.91000,-13.8782,-12.5248,-1.36288
"rf0422",8.41000,-15.4666,-15.2089,-1.12563
"rf0746",8.21000,-15.9918,-15.8069,-1.63414
"rf0423",10.7700,-16.7926,-15.1645,-0.405092
"rf0424",9.29000,-16.7905,-16.1475,-0.435822
"rf0747",7.69000,-13.8923,-13.5713,-0.659046
"rf0748",9.99000,-17.9792,-17.6161,-2.23638
"rf0749",8.09000,-14.7636,-14.5770,-1.20130
"rf0425",9.11000,-17.9651,-17.7496,-0.899395
"rf0750",8.51000,-16.2225,-16.0372,-1.46125
"rf0751",7.51000,-15.1355,-15.2457,-0.236870
"rf0752",7.73000,-14.2383,-14.0335,-0.768892
"rf0426",8.29000,-15.5967,-15.3435,-0.905148
"rf0427",9.79000,-17.7036,-17.3310,-0.974331
"rf0753",7.87000,-15.5875,-15.5945,-1.32952
"rf0428",9.07000,-17.6822,-17.5164,-1.30908
"rf0429",8.49000,-16.4334,-16.2334,-1.19386
"rf0430",8.23000,-15.9863,-15.8253,-0.176109
"rf0755",7.83000,-14.2892,-13.9756,-0.603292
"rf0756",8.03000,-14.7508,-14.4351,-0.744587
"rf0757",8.13000,-16.3982,-16.3658,-1.41445
"rf0758",8.91000,-18.5137,-18.4777,-2.14788
"rf0759",9.45000,-18.2415,-18.1094,-1.22312
"rf0760",8.09000,-15.2408,-15.1739,-1.78069
"rf0431",8.23000,-15.9244,-15.7689,-0.598169
"rf0432",9.17000,-18.3840,-18.3475,-1.46176
"rf0433",9.31000,-18.1553,-17.9526,-1.29480
"rf0434",8.89000,-17.3064,-17.1109,-1.00517
"rf0435",10.9300,-20.2813,-20.0639,-2.37984
"rf0436",8.67000,-14.5091,-13.7971,-1.24814
"rf0437",8.91000,-16.2557,-16.1739,-1.84852
"rf0438",9.57000,-18.7658,-18.5543,-1.42977
"rf0439",8.19000,-16.1038,-15.9546,-0.0590553
"rf0440",8.79000,-16.8654,-16.6781,-1.69049
"rf0441",8.45000,-16.2540,-16.0224,-0.748791
"rf0443",8.69000,-16.0107,-15.9170,-0.991533
"rf0444",11.3900,-17.7381,-16.4619,-0.452457
"rf0445",8.81000,-12.6006,-10.5291,-0.622107
"rf0446",10.4500,-17.0033,-16.6216,-1.15542
"rf0447",10.4900,-18.9856,-18.7283,-1.79594
"rf0448",9.77000,-18.4769,-18.2568,-1.01183
"rf0449",8.97000,-16.6497,-16.4522,-1.59870
"rf0450",9.69000,-15.4373,-13.8966,-1.23648
"rf0451",8.05000,-15.0932,-14.8760,-1.09923
"rf0452",8.73000,-16.5118,-16.3252,-0.971329
"rf0453",8.83000,-17.2446,-17.1012,-1.05323
"rf0454",8.65000,-16.5866,-16.4816,-1.60268
"rf0455",9.23000,-17.5674,-17.4672,-2.02304
"rf0456",8.71000,-16.1759,-16.0194,-1.36662
"rf0457",8.69000,-14.7028,-14.6703,-1.38062
"rf0458",8.85000,-17.0798,-16.9359,-1.44814
"rf0459",8.35000,-16.2653,-16.1388,-0.438923
"rf0460",9.83000,-16.1460,-15.8011,-1.34590
"rf0461",8.95000,-17.5983,-17.4782,-1.27446
"rf0761",7.99000,-15.3636,-15.1837,-0.718445
"rf0462",8.49000,-16.3103,-16.1406,-1.18001
"rf0463",9.67000,-19.4046,-19.2638,-1.42632
"rf0464",8.41000,-16.3531,-16.1712,-0.369953
"rf0465",8.47000,-16.8960,-16.8311,-1.95733
"rf0466",9.19000,-18.7891,-18.8335,-1.27698
"rf0762",7.47000,-14.9734,-15.0606,-0.478752
"rf0763",8.31000,-16.0038,-15.8066,-0.646349
"rf0467",8.59000,-15.5164,-15.2420,-2.03634
"rf0764",8.21000,-14.9805,-14.8752,-1.10910
"rf0468",10.0300,-18.4205,-18.2874,-1.22921
"rf0469",10.7500,-17.9815,-15.2344,-1.10333
"rf0470",8.65000,-14.1953,-12.5610,-1.36049
"rf0471",8.51000,-15.8391,-15.6990,-1.33677
"rf0472",9.23000,-17.7870,-17.7231,-2.17805
"rf0473",9.35000,-15.6119,-15.0462,-1.68283
"rf0474",8.77000,-17.2794,-17.1198,-0.557446
"rf0475",8.65000,-16.1670,-15.8782,-1.01442
"rf0476",8.75000,-16.6402,-16.4939,-1.38865
"rf0477",9.13000,-17.6434,-17.4325,-0.886608
"rf0478",8.67000,-16.4032,-16.2488,-0.974943
"rf0479",8.61000,-16.1214,-15.9106,-0.876625
"rf0480",9.19000,-17.8340,-17.7283,-1.99305
"rf0481",9.47000,-18.5807,-18.3288,-1.08179
"rf0765",7.79000,-15.9077,-16.0110,-0.101799
"rf0482",9.29000,-17.7269,-17.5822,-1.04042
"rf0483",8.01000,-15.3535,-15.3505,-1.42059
"rf0484",10.1300,-15.4536,-13.2344,-0.897940
"rf0767",8.67000,-16.5028,-16.3663,-1.39906
"rf0768",10.4500,-15.5997,-14.2564,-0.716139
"rf0769",7.99000,-14.2029,-13.9128,-1.08600
"rf0770",9.35000,-18.5612,-18.4242,-1.41113
"rf0771",9.67000,-19.3841,-19.3128,-1.65879
"rf0772",7.87000,-16.0253,-16.1372,-0.832733
"rf0485",8.05000,-16.0473,-16.0044,-0.225052
"rf0486",8.25000,-16.5697,-16.5920,-1.66944
"rf0773",7.97000,-15.0987,-14.9592,-1.15774
"rf0774",7.95000,-15.4130,-15.3451,-0.969612
"rf0487",8.81000,-16.6289,-16.5001,-1.11014
"rf0488",9.35000,-18.2920,-18.1196,-1.90621
"rf0489",8.63000,-17.3017,-17.2402,-2.33382
"rf0490",10.2100,-15.3169,-13.9217,-0.598061
"rf0491",11.1500,-19.4654,-19.1793,-1.75953
"rf0492",9.55000,-15.2482,-14.0523,-1.68832
"rf0493",9.45000,-18.6152,-18.4291,-1.49617
"rf0494",10.7500,-16.5746,-15.1798,-0.779720
"rf0775",7.91000,-15.9918,-16.0409,-1.45909
"rf0776",8.85000,-17.1496,-16.9978,-1.08894
"rf0495",9.71000,-19.0899,-18.9902,-2.18272
"rf0496",8.53000,-16.3890,-16.1758,-1.08117
"rf0497",8.29000,-16.2179,-16.0589,-0.278183
"rf0777",8.45000,-16.4243,-16.2949,-0.877001
"rf0778",8.91000,-17.3821,-17.2632,-1.41310
"rf0779",9.19000,-17.1026,-16.8320,-1.63940
"rf0780",8.01000,-16.0117,-16.0549,-1.19250
"rf0498",7.91000,-15.5540,-15.5248,-0.689011
"rf0499",8.67000,-16.6063,-16.4232,-1.29674
"rf0500",9.55000,-18.1092,-17.9719,-1.92928
"rf0781",8.35000,-15.2749,-15.0043,-1.35937
"rf0782",8.03000,-15.4304,-15.2312,-0.501379
"rf0501",8.61000,-16.9780,-16.8680,-0.648201
"rf0502",9.05000,-17.7543,-17.6507,-0.764698
"rf0503",9.51000,-17.3837,-17.1863,-1.95104
"rf0783",8.49000,-15.2315,-14.9571,-1.00521
"rf0784",7.97000,-16.1918,-16.2833,-1.16679
"rf0785",8.89000,-16.6208,-16.4936,-1.16755
"rf0786",10.5300,-16.1255,-15.2678,-1.09332
"rf0787",10.7300,-17.7045,-17.2135,-1.69215
"rf0504",9.51000,-14.9549,-13.9625,-1.41349
"rf0788",8.25000,-14.8865,-14.6362,-1.34574
"rf0789",8.29000,-17.0355,-17.0177,-2.57834
"rf0790",8.19000,-16.3838,-16.4133,-1.86294
"rf0505",8.55000,-17.0770,-17.1271,-2.34806
"rf0791",7.97000,-15.8930,-15.9340,-1.36482
"rf0506",9.73000,-16.4291,-16.0160,-1.74377
"rf0792",9.51000,-17.9586,-17.9440,-1.74641
"rf0507",8.99000,-17.1468,-17.0384,-1.02530
"rf0508",10.4900,-17.3907,-14.7662,-1.06671
"rf0509",10.9300,-19.8361,-19.6148,-1.65456
"rf0510",10.6300,-19.1903,-19.0639,-2.11952
"rf0511",8.59000,-16.9487,-16.8926,-2.09595
"rf0512",9.69000,-14.3920,-13.0171,-0.754992
"rf0513",9.93000,-19.1692,-19.0161,-1.67219
"rf0793",8.23000,-15.5964,-15.4347,-1.90424
"rf0794",9.43000,-19.1943,-19.1631,-1.98176
"rf0795",9.03000,-17.2660,-17.1438,-1.48943
"rf0796",10.2900,-18.3458,-17.9447,-2.28738
"rf0797",8.27000,-14.8752,-14.6576,-1.12431
"rf0004",10.1900,-19.1924,-19.1700,-1.76847
"rf0069",7.53000,-14.7355,-14.7453,-1.48126
"rf0290",10.5300,-20.4799,-20.2789,-1.73245
"rf0323",8.65000,-15.4353,-15.0657,-1.82574
"rf0344",9.79000,-17.5055,-17.3429,-0.899872
"rf0798",8.19000,-16.5810,-16.6797,-0.655689
"rf0799",8.89000,-16.9963,-16.6221,-0.148643
"rf0800",8.49000,-16.8411,-16.8191,-2.94229
"rf0801",7.53000,-14.5400,-14.5182,-0.701801
"rf0802",7.77000,-14.5165,-14.3235,-0.629349
"rf0803",10.1300,-15.3491,-13.9677,-0.640100
